mgrnu,name,confirm_da,address,sigungu,ins_place,road,road_type,ins_date,lng,lat,geometry
4052.0,전자신호 제어,2020-12-31,부산광역시 영도구 동삼동 1164,영도구,한국해양조사원,,교차로,2014-06-01,129.0785692,35.07751749,POINT (129.0785692 35.07751749)
4054.0,전자신호 제어,2020-12-31,부산광역시 영도구 봉래동5가 52-6,영도구,경남조선삼거리,,교차로,2014-07-09,129.0484119,35.09437717,POINT (129.0484119 35.09437717)
13050.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산동 2031-23,연제구,양동초등학교,,,2020-06-16,129.0810439,35.17152018,POINT (129.0810439 35.17152018)
13051.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1612-3,연제구,연산롯데캐슬골드포레후문,,,2020-06-16,129.080829,35.17477507,POINT (129.080829 35.17477507)
13052.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1612-3,연제구,연산롯데골드포레107동,,,2020-07-01,129.080829,35.17477507,POINT (129.080829 35.17477507)
13028.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제동 124-6,연제구,교대한양아파트,,단일로,2020-07-06,129.0797152,35.19809788,POINT (129.0797152 35.19809788)
13029.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제동 629,연제구,교대역삼거리,,단일로,2020-07-06,129.0759534,35.18590874,POINT (129.0759534 35.18590874)
13030.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1515-1,연제구,연산센트럴호텔앞,,단일로,2020-07-06,129.0808429,35.1891715,POINT (129.0808429 35.1891715)
13035.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1515-15,연제구,뉴그랜드레포츠,,단일로,2020-07-06,129.0842319,35.18016826,POINT (129.0842319 35.18016826)
13037.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1426-3,연제구,경찰청삼거리,,단일로,2020-07-06,129.0750952,35.17992599,POINT (129.0750952 35.17992599)
12079.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산8동 1021-4,연제구,연일초교,,교차로,2007-09-01,129.0957186,35.18549467,POINT (129.0957186 35.18549467)
13011.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산1동 337-45,연제구,청마파크맨션,,교차로,2018-04-19,129.0931564,35.18602263,POINT (129.0931564 35.18602263)
13014.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산2동 699-18,연제구,연산초교,,교차로,2006-02-01,129.0846196,35.17981682,POINT (129.0846196 35.17981682)
13015.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 709-4,연제구,담배인삼공사,,단일로,2006-02-01,129.0823837,35.18423562,POINT (129.0823837 35.18423562)
13016.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 584-17,연제구,새연산아파트(뉴콘티넨탈),반송로,교차로,1997-02-01,129.0846826,35.18867689,POINT (129.0846826 35.18867689)
13017.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 582-10,연제구,연서초교,반송로,교차로,1997-02-01,129.0869584,35.19136963,POINT (129.0869584 35.19136963)
13018.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 1461-8,연제구,과정로타리,반송로,교차로,1997-02-01,129.088482,35.19199591,POINT (129.088482 35.19199591)
13019.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산1동 313-46,연제구,경은약국,,교차로,1998-02-01,129.0917661,35.18960468,POINT (129.0917661 35.18960468)
13020.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산1동 312-37,연제구,연동시장,,교차로,1998-02-01,129.0935011,35.18879578,POINT (129.0935011 35.18879578)
13021.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산1동 342-40,연제구,성모약국,,단일로,1998-02-01,129.0951969,35.18834777,POINT (129.0951969 35.18834777)
13023.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 418-18,연제구,토곡사거리,,교차로,2010-10-01,129.1068922,35.18766442,POINT (129.1068922 35.18766442)
13024.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 480-1,연제구,경상전문대,,교차로,1998-02-01,129.1074385,35.18423416,POINT (129.1074385 35.18423416)
13025.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 2220-1,연제구,망미주공,,교차로,1998-02-01,129.1073512,35.18023281,POINT (129.1073512 35.18023281)
13026.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 2235-12,연제구,오양아파트,,교차로,1998-02-01,129.107389,35.17815928,POINT (129.107389 35.17815928)
13031.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 867-1,연제구,거제2동새마을금고,,교차로,1997-02-01,129.0685315,35.1878742,POINT (129.0685315 35.1878742)
13032.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제3동 759-3,연제구,성림목재,,단일로,1997-02-01,129.0682198,35.17665467,POINT (129.0682198 35.17665467)
13033.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산7동 1978-31,연제구,신리PB,,교차로,1997-02-01,129.0840476,35.17478319,POINT (129.0840476 35.17478319)
13034.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산2동 858-5,연제구,한통연산분국,,교차로,1997-02-01,129.0788177,35.17528064,POINT (129.0788177 35.17528064)
13036.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산5동 1123-22,연제구,부산의료원,,교차로,2007-07-01,129.0806435,35.18879417,POINT (129.0806435 35.18879417)
13038.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산2동 719-18,연제구,삼영맨션,,교차로,2006-02-01,129.0836808,35.18105112,POINT (129.0836808 35.18105112)
13039.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1077-1,연제구,거성로타리,,교차로,2002-05-01,129.0678642,35.19057525,POINT (129.0678642 35.19057525)
13041.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 2-5,연제구,거제1동새마을금고,,단일로,1999-01-01,129.0782692,35.19108685,POINT (129.0782692 35.19108685)
13043.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1167-15,연제구,남문구PB,,교차로,1999-01-01,129.0722448,35.18970721,POINT (129.0722448 35.18970721)
13044.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 489-25,연제구,연산경찰서,,교차로,1999-01-01,129.107338,35.18168416,POINT (129.107338 35.18168416)
13045.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 458-1,연제구,안락교,,교차로,2005-07-01,129.1073522,35.19000381,POINT (129.1073522 35.19000381)
13046.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산1동 333-1,연제구,연산중학교,,교차로,2007-09-01,129.0874724,35.18545192,POINT (129.0874724 35.18545192)
13047.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산2동 649-1,연제구,연산한일아파트,,단일로,2010-10-01,129.087085,35.18275124,POINT (129.087085 35.18275124)
13106.0,전자신호 제어,2020-12-31,부산광역시 수영구 망미동 427-1,연제구,포스코 더# APT 후문,과정로,교차로,2009-11-01,129.075091,35.179928,POINT (129.075091 35.179928)
13107.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 728-2,연제구,서원탑24시(삼화약국),반송로,단일로,2008-06-01,129.0828567,35.18678231,POINT (129.0828567 35.18678231)
13109.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 381-3,연제구,부산은행 연천지점,,단일로,2009-02-01,129.0976258,35.1877038,POINT (129.0976258 35.1877038)
13111.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1091-4,연제구,성학주유소,,교차로,1999-01-01,129.0702394,35.1900044,POINT (129.0702394 35.1900044)
13112.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 17-9,연제구,거제종근당,,교차로,1999-01-01,129.0759541,35.18955709,POINT (129.0759541 35.18955709)
13113.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 897-21,연제구,창신초교뒤,,교차로,2000-07-01,129.0648065,35.19270244,POINT (129.0648065 35.19270244)
13114.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1226-2,연제구,㈜청우공업,,교차로,2000-07-01,129.0649598,35.19015016,POINT (129.0649598 35.19015016)
13115.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1326-29,연제구,사직대우그린타워,,교차로,2000-07-01,129.0600491,35.18741703,POINT (129.0600491 35.18741703)
13116.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1371-1,연제구,정부기록보관소입구,,교차로,2000-07-01,129.0552673,35.18699012,POINT (129.0552673 35.18699012)
13117.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1373 산 107-12,연제구,무선국입구,,단일로,2000-07-01,129.0540675,35.18505358,POINT (129.0540675 35.18505358)
13118.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 1368-3,연제구,개인택시조합,,교차로,2000-07-01,129.0548481,35.18598422,POINT (129.0548481 35.18598422)
13119.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 1490-1,연제구,법원입구,,교차로,2002-05-01,129.0742432,35.19137507,POINT (129.0742432 35.19137507)
13120.0,전자신호 제어,2020-12-31,부산광역시 부산아시아드주경기장,연제구,아시아드주경기장,,교차로,2002-06-01,129.075091,35.179928,POINT (129.075091 35.179928)
13121.0,전자신호 제어,2020-12-31,부산광역시 사직실내수영장,연제구,사직수영장,,교차로,2002-06-01,129.075091,35.179928,POINT (129.075091 35.179928)
13122.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제2동 891-14,연제구,창신주유소,,교차로,2002-05-01,129.0665803,35.19315553,POINT (129.0665803 35.19315553)
13123.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 1492-1,연제구,검찰청정문,,교차로,2002-05-01,129.0734762,35.19066077,POINT (129.0734762 35.19066077)
13124.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 1474,연제구,남문초교,,교차로,2002-06-01,129.0694254,35.19407686,POINT (129.0694254 35.19407686)
13125.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 386-33,연제구,법원입구삼거리,,교차로,2002-06-01,129.0750531,35.19283713,POINT (129.0750531 35.19283713)
13126.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제1동 203-28,연제구,법원후문,,교차로,2002-06-01,129.0714245,35.19496055,POINT (129.0714245 35.19496055)
13127.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제3동 422-7,연제구,남문구철길4거리(남문구로타리),,교차로,2007-10-01,129.0742591,35.18924766,POINT (129.0742591 35.18924766)
13128.0,일반신호 제어,2020-12-31,부산광역시 연제구 거제1동 2-74,연제구,동래거제아파트앞,,교차로,1997-02-01,129.0783699,35.18957163,POINT (129.0783699 35.18957163)
13129.0,일반신호 제어,2020-12-31,부산광역시 연제구 거제동 714-163,연제구,유림아시아드(아파트113),,교차로,2001-10-01,129.0670566,35.17669198,POINT (129.0670566 35.17669198)
13130.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제동 125-31,연제구,교대 한양프라자,,단일로,2010-04-01,129.0809826,35.19614645,POINT (129.0809826 35.19614645)
13132.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산동 615-130,연제구,성덕과일마트(자이아파트114동앞),,교차로,2010-04-16,129.0871433,35.18712244,POINT (129.0871433 35.18712244)
13001.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제동 72-7,연제구,교대로타리,중앙대로,교차로,2009-07-01,129.0802018,35.19606328,POINT (129.0802018 35.19606328)
13002.0,전자신호제어,2020-12-31,부산광역시 연제구 거제대로 166,연제구,거제해맞이역,,교차로,2017-04-01,129.0706111,35.18319564,POINT (129.0706111 35.18319564)
13003.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제3동 740-46,연제구,거제1건널목,,교차로,1997-02-01,129.0695506,35.18018537,POINT (129.0695506 35.18018537)
13004.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산5동 1000,연제구,시청앞,중앙대로,교차로,1997-02-01,129.0744878,35.17910501,POINT (129.0744878 35.17910501)
13005.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1515-16,연제구,연산로타리,중앙대로,교차로,2005-11-01,129.0815078,35.18607327,POINT (129.0815078 35.18607327)
13006.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제3동 836-24,연제구,거제현대APT앞,,교차로,1997-02-01,129.0712927,35.18492928,POINT (129.0712927 35.18492928)
13007.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산2동 822-7,연제구,연제구청,,교차로,1997-02-01,129.0813103,35.17615076,POINT (129.0813103 35.17615076)
13008.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산6동 1940-37,연제구,신리삼거리,,교차로,1997-02-01,129.087666,35.17363299,POINT (129.087666 35.17363299)
13009.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산6동 1867-4,연제구,한독아파트,,교차로,1997-02-01,129.090256,35.17439388,POINT (129.090256 35.17439388)
13010.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산6동 2134-14,연제구,연미시장,,교차로,2005-11-01,129.0920748,35.17412509,POINT (129.0920748 35.17412509)
13013.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산2동 683-23,연제구,연산시장,,단일로,2006-02-01,129.0861716,35.17599904,POINT (129.0861716 35.17599904)
13048.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산2동 663-44,연제구,동명여중,,교차로,2003-08-01,129.0889297,35.17865136,POINT (129.0889297 35.17865136)
13049.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산6동 2145-18,연제구,동명초교,,교차로,1996-12-01,129.0896533,35.17694122,POINT (129.0896533 35.17694122)
13054.0,일반신호 제어,2020-12-31,부산광역시 연제구 거제3동 39-56,연제구,거제복개천(주)아세아택시,,교차로,1995-10-01,129.0756969,35.1858727,POINT (129.0756969 35.1858727)
13055.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산4동 615-1,연제구,동원맨션,,교차로,2010-07-20,129.0872337,35.18896045,POINT (129.0872337 35.18896045)
13059.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1338-10,연제구,(가변)대원주유소(연산교차로) 연동,중앙대로,가변차로,2001-02-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
13060.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 701-4,연제구,(가변)연산R(연산교차로),,가변차로,1996-07-01,129.0815197,35.185316,POINT (129.0815197 35.185316)
13065.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산2동 655-18,연제구,서원유통앞,,교차로,2005-05-01,129.0879837,35.18016519,POINT (129.0879837 35.18016519)
13066.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산2동 778-38,연제구,경문속셈학원앞,,교차로,1997-02-01,129.084112,35.17632399,POINT (129.084112 35.17632399)
13067.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산5동 1142-4,연제구,거제복개천사거리,,교차로,2002-06-01,129.0774176,35.18729961,POINT (129.0774176 35.18729961)
13068.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 858-5,연제구,(가변)신리삼거리(연제구청),양연로,가변차로,2001-02-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
13069.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1444-7,연제구,시의회,중앙대로,교차로,1998-01-01,129.076728,35.17997747,POINT (129.076728 35.17997747)
13070.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산5동 1507-12,연제구,거창상회(지방경찰청뒷),,교차로,1998-12-01,129.0726768,35.1808157,POINT (129.0726768 35.1808157)
13072.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 410-37,연제구,토곡LG아파트,,교차로,1999-02-01,129.1023924,35.18537093,POINT (129.1023924 35.18537093)
13073.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 410-43,연제구,연천중학교,,단일로,1999-02-01,129.1023211,35.18496596,POINT (129.1023211 35.18496596)
13074.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 582-5,연제구,해운대세무서,,교차로,2000-11-01,129.0869951,35.19164873,POINT (129.0869951 35.19164873)
13075.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 581-4,연제구,거제우성아파트,,교차로,2000-11-01,129.0852596,35.19161023,POINT (129.0852596 35.19161023)
13076.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 579-59,연제구,거제롯데아파트,,교차로,2000-11-01,129.0833972,35.19192438,POINT (129.0833972 35.19192438)
13077.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제동 1470-7,연제구,현대자동차써비스,중앙대로,교차로,2000-11-01,129.0814671,35.19211292,POINT (129.0814671 35.19211292)
13078.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 410-6,연제구,연천초교앞,,단일로,2007-09-01,129.1011426,35.18550851,POINT (129.1011426 35.18550851)
13080.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 243-15,연제구,동래소방본부,,교차로,2001-07-01,129.106085,35.18481442,POINT (129.106085 35.18481442)
13081.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산5동 1142-5,연제구,서경정비,,단일로,2002-06-01,129.0782595,35.1870307,POINT (129.0782595 35.1870307)
13083.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산2동 1470-1,연제구,부산노동청,,교차로,2002-10-01,129.0770102,35.17807302,POINT (129.0770102 35.17807302)
13084.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 378-14,연제구,연일중학교,,단일로,2007-09-01,129.09828,35.18573284,POINT (129.09828 35.18573284)
13085.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산1동 337-45,연제구,동서무지개아파트,,교차로,2007-09-01,129.0931564,35.18602263,POINT (129.0931564 35.18602263)
13089.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산4동 636-1,연제구,강약국(연일시장),,단일로,2007-09-01,129.0856617,35.18552226,POINT (129.0856617 35.18552226)
13091.0,일반신호 제어,2020-12-31,부산광역시 연제구 거제2동 769-80,연제구,거제아시아드2차 만수사 앞,,교차로,2004-07-01,129.0652049,35.18285577,POINT (129.0652049 35.18285577)
13097.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산동 1866-2,연제구,(가변)연미시장앞(한독아파트),연수로,가변차로,2006-07-01,129.0802187,35.18408371,POINT (129.0802187 35.18408371)
13098.0,일반신호 제어,2020-12-31,부산광역시 연제구 거제1동 1468-10,연제구,월드메르디앙아파트,,교차로,2006-11-01,129.0823813,35.19562916,POINT (129.0823813 35.19562916)
13101.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 산14-6,연제구,월륜사교차로,,교차로,2008-11-01,129.1129136,35.18476981,POINT (129.1129136 35.18476981)
13102.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 462-15,연제구,삼성여객,,교차로,2008-11-01,129.108425,35.18814614,POINT (129.108425 35.18814614)
13103.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 461-1,연제구,성진세차장,,단일로,2008-11-01,129.1099131,35.18857418,POINT (129.1099131 35.18857418)
13104.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 477-6,연제구,연제예식장입구,,교차로,2008-11-01,129.1080261,35.18465243,POINT (129.1080261 35.18465243)
13105.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 201-16,연제구,대우 푸르지오(경남아파트),,교차로,2008-11-01,129.1110342,35.18463385,POINT (129.1110342 35.18463385)
13133.0,일반신호 제어,2020-12-31,부산광역시 연제구 연산동 317-63,연제구,자이아파트 후문,,교차로,2010-04-16,129.0912823,35.1887347,POINT (129.0912823 35.1887347)
13134.0,전자신호 제어,2020-12-31,부산광역시 연제구 거제동 867-43,연제구,거제교회,,교차로,2011-01-05,129.0694625,35.18686543,POINT (129.0694625 35.18686543)
13138.0,전자신호 제어,2020-12-31,부산광역시 수영구 수영동 496-7,연제구,수영협성르네상스,,교차로,2007-09-01,129.1205005,35.1728015,POINT (129.1205005 35.1728015)
13141.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산9동 406-1,연제구,연산8PB,,교차로,2006-01-01,129.102738,35.18737787,POINT (129.102738 35.18737787)
13143.0,전자신호 제어,2020-12-31,부산광역시 연제구 연산5동 1330-10,연제구,불교신도회관 주변(희망센트럴뷰),중앙대로,단일로,2012-06-01,129.0777808,35.18155453,POINT (129.0777808 35.18155453)
13147.0,일반신호 제어,2020-12-31,부산광역시 연제구 온천천남로 86,연제구,더샵파크시티 107동 앞,,교차로,2015-04-01,129.0998671,35.19106363,POINT (129.0998671 35.19106363)
13148.0,일반신호 제어,2020-12-31,부산광역시 연제구 안연로 21,연제구,더샵파크시티 108동 앞,,교차로,2015-04-01,129.1002723,35.18935633,POINT (129.1002723 35.18935633)
13149.0,일반신호 제어,2020-12-31,부산광역시 연제구 안연로 23번길 49,연제구,더샵파크시티 110동 앞,,교차로,2015-04-01,129.0977103,35.18990241,POINT (129.0977103 35.18990241)
14090.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 113-29,수영구,대성수산앞(오션테라스(가)),,교차로,2020-01-01,129.1274466,35.15615329,POINT (129.1274466 35.15615329)
14091.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 113-46,수영구,전기충전소앞(오션테라스(나)),,교차로,2020-01-01,129.1276396,35.15497264,POINT (129.1276396 35.15497264)
14092.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 113-14,수영구,오션테라스(다)지점,,교차로,2020-01-01,129.127942,35.15659246,POINT (129.127942 35.15659246)
14087.0,전자신호 제어,2020-12-31,부산광역시 수영구 민락동 113-14,수영구,민락썬더치킨,,교차로,2020-06-16,129.127942,35.15659246,POINT (129.127942 35.15659246)
14088.0,전자신호 제어,2020-12-31,부산광역시 수영구 민락동 113-54,수영구,신우수산,,교차로,2020-06-16,129.1288309,35.15646906,POINT (129.1288309 35.15646906)
14026.0,전자신호 제어,2020-12-31,부산광역시 수영구 남천2동 148-208,수영구,삼익비치타운사거리,,교차로,1999-12-01,129.1115984,35.13982973,POINT (129.1115984 35.13982973)
14027.0,전자신호 제어,2020-12-31,부산광역시 수영구 남천1동 148-215,수영구,삼익스포츠,,단일로,1999-12-01,129.1115984,35.13982973,POINT (129.1115984 35.13982973)
14028.0,전자신호 제어,2020-12-31,부산광역시 수영구 민락동 176-20,수영구,민락타운,,교차로,1999-12-01,129.1232745,35.15581169,POINT (129.1232745 35.15581169)
14029.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안동 196-1,수영구,맥도날드,,단일로,1999-12-01,129.1175804,35.15276365,POINT (129.1175804 35.15276365)
14030.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안2동 192-10,수영구,광안바다파출소,,교차로,1999-12-01,129.1190835,35.15432718,POINT (129.1190835 35.15432718)
14031.0,전자신호 제어,2020-12-31,부산광역시 수영구 민락동 115-2,수영구,진로아파트,,교차로,1999-12-01,129.1283305,35.15713476,POINT (129.1283305 35.15713476)
14032.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 106-1,수영구,대우푸르지오아파트주변,,교차로,2003-08-01,129.1305182,35.15897119,POINT (129.1305182 35.15897119)
14033.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 110-12,수영구,민락동롯데아파트,,교차로,2003-10-01,129.1330047,35.15702798,POINT (129.1330047 35.15702798)
14034.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 149-14,수영구,동방사거리,,교차로,2005-05-01,129.1202205,35.16120326,POINT (129.1202205 35.16120326)
14035.0,전자신호 제어,2020-12-31,부산광역시 수영구 수영동 444-21,수영구,수영병원,,단일로,2006-05-01,129.1167032,35.16805927,POINT (129.1167032 35.16805927)
14036.0,전자신호 제어,2020-12-31,부산광역시 수영구 남천동 30-17,수영구,금련산입구,수영로,교차로,2006-07-01,129.1105603,35.14741093,POINT (129.1105603 35.14741093)
14037.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안2동 98-32,수영구,화목오피스텔,,단일로,2006-11-01,129.1148579,35.1647682,POINT (129.1148579 35.1647682)
14038.0,전자신호 제어,2020-12-31,부산광역시 수영구 민락동 352-3,수영구,수영1호교(민락교차로),수영로,교차로,2007-12-01,129.1250612,35.16519655,POINT (129.1250612 35.16519655)
14039.0,일반신호 제어,2020-12-31,부산광역시 수영구 남천동 552,수영구,대한노인복지회관,,단일로,2009-10-01,129.1111735,35.14004997,POINT (129.1111735 35.14004997)
14040.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 142-21,수영구,화목맨션(복개도로),,단일로,2000-07-01,129.1188999,35.16495623,POINT (129.1188999 35.16495623)
14041.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 110-34,수영구,미월드 앞,,교차로,2004-04-01,129.1317474,35.15579584,POINT (129.1317474 35.15579584)
14042.0,전자신호 제어,2020-12-31,부산광역시 수영구 민락동 181-207,수영구,민락수협,,교차로,1999-12-01,129.1255796,35.15662856,POINT (129.1255796 35.15662856)
14043.0,일반신호 제어,2020-12-31,부산광역시 수영구 민락동 69,수영구,민락 I.PARK 아파트,,교차로,2006-10-01,129.1292505,35.16016385,POINT (129.1292505 35.16016385)
14044.0,전자신호 제어,2020-12-31,부산광역시 수영구 남천동 567-1,수영구,49호광장(광안대교나오는방향),,교차로,2015-12-01,129.1115092,35.1364954,POINT (129.1115092 35.1364954)
14045.0,전자신호 제어,2020-12-31,부산광역시 수영구 남천동 558-8,수영구,남천 VIPS,,단일로,2012-07-01,129.112266,35.13728167,POINT (129.112266 35.13728167)
14046.0,전자신호 제어,2020-12-31,부산광역시 수영구 수영동 456-11,수영구,수영 해운맨션 앞,,단일로,2009-07-01,129.11206,35.16967946,POINT (129.11206 35.16967946)
14047.0,전자신호 제어,2020-12-31,부산광역시 수영구 망미1동 832-24,수영구,망미여중,,교차로,2005-11-01,129.098146,35.17334,POINT (129.098146 35.17334)
14048.0,전자신호 제어,2020-12-31,부산광역시 수영구 망미1동 831-26,수영구,망미아파트,,교차로,2005-11-01,129.0996824,35.173299,POINT (129.0996824 35.173299)
14049.0,전자신호 제어,2020-12-31,부산광역시 수영구 망미1동 431-1,수영구,망미부산은행,,교차로,2006-06-01,129.1072047,35.1759075,POINT (129.1072047 35.1759075)
14050.0,전자신호 제어,2020-12-31,부산광역시 수영구 망미1동 1026-18,수영구,망미교차로,,교차로,2005-11-01,129.1025282,35.17430068,POINT (129.1025282 35.17430068)
14001.0,전자신호 제어,2020-12-31,부산광역시 수영구 남천동 33-1,수영구,성분도칫과(좋은강안병원),수영로,교차로,1998-02-01,129.1113214,35.15010811,POINT (129.1113214 35.15010811)
14002.0,전자신호 제어,2020-12-31,부산광역시 수영구 남천동 12-12,수영구,KBS앞,수영로,교차로,1998-02-01,129.1095521,35.14348111,POINT (129.1095521 35.14348111)
14003.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안2동 331-6,수영구,광안맨션,,교차로,1998-02-01,129.1108879,35.15131996,POINT (129.1108879 35.15131996)
14004.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안2동 387-14,수영구,광안협성아파트,수영로,단일로,2004-01-01,129.1118758,35.15455588,POINT (129.1118758 35.15455588)
14005.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안2동 744-10,수영구,광안해수욕장입구,수영로,교차로,1998-02-01,129.112704,35.15734257,POINT (129.112704 35.15734257)
14006.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안2동 117-1,수영구,광안로타리(신부산교회),수영로,교차로,1998-02-01,129.114246,35.16175419,POINT (129.114246 35.16175419)
14007.0,전자신호 제어,2020-12-31,부산광역시 수영구 광안2동 74-1,수영구,수영로타리,수영로,교차로,2003-02-01,129.1154133,35.16685429,POINT (129.1154133 35.16685429)
